AMBAinScope,ResourceType,FriendlyName
no,Microsoft.Sql/servers/aggregatedDatabaseMetrics,null
no,Microsoft.Sql/servers/elasticpools/metrics,null
no,Microsoft.Sql/servers/elasticpools/metricdefinitions,null
no,Microsoft.Sql/servers/databases/topQueries,null
no,Microsoft.Sql/servers/databases/topQueries/queryText,null
no,Microsoft.Sql/servers/advisors,null
no,Microsoft.Sql/servers/elasticPools/advisors,null
no,Microsoft.Sql/servers/databases/advisors,null
no,Microsoft.Sql/servers/databases/extensions,null
no,Microsoft.Sql/servers/elasticPoolEstimates,null
no,Microsoft.Sql/servers/databases/auditRecords,null
no,Microsoft.Sql/servers/databases/VulnerabilityAssessmentScans,null
no,Microsoft.Sql/servers/databases/workloadGroups,null
no,Microsoft.Sql/servers/databases/vulnerabilityAssessments,null
no,Microsoft.Sql/servers/vulnerabilityAssessments,null
no,Microsoft.Sql/managedInstances/databases/vulnerabilityAssessments,null
no,Microsoft.Sql/managedInstances/vulnerabilityAssessments,null
no,Microsoft.Sql/servers/databases/VulnerabilityAssessmentSettings,null
no,Microsoft.Sql/servers/databases/VulnerabilityAssessment,null
no,Microsoft.Sql/locations/vulnerabilityAssessmentScanAzureAsyncOperation,null
no,Microsoft.Sql/locations/vulnerabilityAssessmentScanOperationResults,null
no,Microsoft.Sql/servers/databases/sqlvulnerabilityassessments,null
no,Microsoft.Sql/servers/sqlvulnerabilityassessments,null
no,Microsoft.Sql/locations/sqlVulnerabilityAssessmentAzureAsyncOperation,null
no,Microsoft.Sql/locations/sqlVulnerabilityAssessmentOperationResults,null
no,Microsoft.Sql/servers/databases/recommendedSensitivityLabels,null
no,Microsoft.Sql/servers/databases/syncGroups,null
no,Microsoft.Sql/servers/databases/syncGroups/syncMembers,null
no,Microsoft.Sql/servers/syncAgents,null
yes,Microsoft.Sql/instancePools,SQL Instance Pools
no,Microsoft.Sql/locations/importExportOperationResults,null
no,Microsoft.Sql/locations/importExportAzureAsyncOperation,null
no,Microsoft.Sql/locations/instancePoolOperationResults,null
no,Microsoft.Sql/locations/instancePoolAzureAsyncOperation,null
yes,Microsoft.Sql/managedInstances,SQL managed instance
no,Microsoft.Sql/managedInstances/administrators,null
no,Microsoft.Sql/managedInstances/databases,null
no,Microsoft.Sql/managedInstances/recoverableDatabases,null
no,Microsoft.Sql/managedInstances/metrics,null
no,Microsoft.Sql/managedInstances/metricDefinitions,null
no,Microsoft.Sql/managedInstances/databases/backupLongTermRetentionPolicies,null
no,Microsoft.Sql/managedInstances/sqlAgent,null
no,Microsoft.Sql/managedInstances/startStopSchedules,null
no,Microsoft.Sql/locations/managedInstancePrivateEndpointConnectionProxyOperationResults,null
no,Microsoft.Sql/locations/managedInstancePrivateEndpointConnectionProxyAzureAsyncOperation,null
no,Microsoft.Sql/locations/managedInstancePrivateEndpointConnectionOperationResults,null
no,Microsoft.Sql/locations/managedInstancePrivateEndpointConnectionAzureAsyncOperation,null
no,Microsoft.Sql/locations/longTermRetentionManagedInstances,null
no,Microsoft.Sql/locations/longTermRetentionManagedInstanceBackups,null
no,Microsoft.Sql/locations/managedInstanceLongTermRetentionPolicyOperationResults,null
no,Microsoft.Sql/locations/managedInstanceLongTermRetentionPolicyAzureAsyncOperation,null
no,Microsoft.Sql/locations/longTermRetentionManagedInstanceBackupOperationResults,null
no,Microsoft.Sql/locations/longTermRetentionManagedInstanceBackupAzureAsyncOperation,null
no,Microsoft.Sql/locations/managedDatabaseAzureAsyncOperation,null
no,Microsoft.Sql/locations/managedDatabaseOperationResults,null
no,Microsoft.Sql/locations/managedDatabaseRestoreAzureAsyncOperation,null
no,Microsoft.Sql/locations/managedDatabaseRestoreOperationResults,null
no,Microsoft.Sql/locations/managedDatabaseCompleteRestoreAzureAsyncOperation,null
no,Microsoft.Sql/locations/managedDatabaseCompleteRestoreOperationResults,null
no,Microsoft.Sql/locations/managedServerSecurityAlertPoliciesAzureAsyncOperation,null
no,Microsoft.Sql/locations/stopManagedInstanceAzureAsyncOperation,null
no,Microsoft.Sql/locations/stopManagedInstanceOperationResults,null
no,Microsoft.Sql/locations/startManagedInstanceAzureAsyncOperation,null
no,Microsoft.Sql/locations/startManagedInstanceOperationResults,null
no,Microsoft.Sql/managedInstances/tdeCertificates,null
no,Microsoft.Sql/locations/managedInstanceTdeCertAzureAsyncOperation,null
no,Microsoft.Sql/locations/managedInstanceTdeCertOperationResults,null
no,Microsoft.Sql/locations/managedServerSecurityAlertPoliciesOperationResults,null
no,Microsoft.Sql/locations/securityAlertPoliciesAzureAsyncOperation,null
no,Microsoft.Sql/locations/securityAlertPoliciesOperationResults,null
no,Microsoft.Sql/locations/advancedThreatProtectionAzureAsyncOperation,null
no,Microsoft.Sql/locations/advancedThreatProtectionOperationResults,null
no,Microsoft.Sql/locations/managedInstanceAdvancedThreatProtectionAzureAsyncOperation,null
no,Microsoft.Sql/locations/managedInstanceAdvancedThreatProtectionOperationResults,null
no,Microsoft.Sql/managedInstances/dnsAliases,null
no,Microsoft.Sql/locations/managedDnsAliasAsyncOperation,null
no,Microsoft.Sql/locations/managedDnsAliasOperationResults,null
yes,Microsoft.Sql/virtualClusters,SQL Virtual Clusters
no,Microsoft.Sql/locations/virtualClusterAzureAsyncOperation,null
no,Microsoft.Sql/locations/virtualClusterOperationResults,null
no,Microsoft.Sql/locations/updateManagedInstanceDnsServersAzureAsyncOperation,null
no,Microsoft.Sql/locations/updateManagedInstanceDnsServersOperationResults,null
no,Microsoft.Sql/locations/managedInstanceAzureAsyncOperation,null
no,Microsoft.Sql/locations/managedInstanceOperationResults,null
no,Microsoft.Sql/locations/distributedAvailabilityGroupsOperationResults,null
no,Microsoft.Sql/locations/distributedAvailabilityGroupsAzureAsyncOperation,null
no,Microsoft.Sql/locations/serverTrustCertificatesOperationResults,null
no,Microsoft.Sql/locations/serverTrustCertificatesAzureAsyncOperation,null
no,Microsoft.Sql/locations/administratorAzureAsyncOperation,null
no,Microsoft.Sql/locations/administratorOperationResults,null
no,Microsoft.Sql/locations/syncGroupOperationResults,null
no,Microsoft.Sql/locations/syncGroupAzureAsyncOperation,null
no,Microsoft.Sql/locations/syncMemberOperationResults,null
no,Microsoft.Sql/locations/syncAgentOperationResults,null
no,Microsoft.Sql/locations/syncDatabaseIds,null
no,Microsoft.Sql/locations/longTermRetentionServers,null
no,Microsoft.Sql/locations/longTermRetentionBackups,null
no,Microsoft.Sql/locations/longTermRetentionPolicyOperationResults,null
no,Microsoft.Sql/locations/longTermRetentionPolicyAzureAsyncOperation,null
no,Microsoft.Sql/locations/longTermRetentionBackupOperationResults,null
no,Microsoft.Sql/locations/longTermRetentionBackupAzureAsyncOperation,null
no,Microsoft.Sql/locations/changeLongTermRetentionBackupAccessTierOperationResults,null
no,Microsoft.Sql/locations/changeLongTermRetentionBackupAccessTierAzureAsyncOperation,null
no,Microsoft.Sql/locations/shortTermRetentionPolicyOperationResults,null
no,Microsoft.Sql/locations/shortTermRetentionPolicyAzureAsyncOperation,null
no,Microsoft.Sql/locations/managedShortTermRetentionPolicyOperationResults,null
no,Microsoft.Sql/locations/managedShortTermRetentionPolicyAzureAsyncOperation,null
no,Microsoft.Sql/locations/instanceFailoverGroups,null
no,Microsoft.Sql/locations/instanceFailoverGroupAzureAsyncOperation,null
no,Microsoft.Sql/locations/instanceFailoverGroupOperationResults,null
no,Microsoft.Sql/locations/privateEndpointConnectionProxyOperationResults,null
no,Microsoft.Sql/locations/privateEndpointConnectionProxyAzureAsyncOperation,null
no,Microsoft.Sql/locations/privateEndpointConnectionOperationResults,null
no,Microsoft.Sql/locations/outboundFirewallRulesAzureAsyncOperation,null
no,Microsoft.Sql/locations/outboundFirewallRulesOperationResults,null
no,Microsoft.Sql/locations/privateEndpointConnectionAzureAsyncOperation,null
no,Microsoft.Sql/locations/notifyAzureAsyncOperation,null
no,Microsoft.Sql/locations/serverTrustGroups,null
no,Microsoft.Sql/locations/serverTrustGroupOperationResults,null
no,Microsoft.Sql/locations/serverTrustGroupAzureAsyncOperation,null
no,Microsoft.Sql/locations/managedDatabaseMoveOperationResults,null
no,Microsoft.Sql/servers/connectionPolicies,null
no,Microsoft.Sql/locations/connectionPoliciesAzureAsyncOperation,null
no,Microsoft.Sql/locations/connectionPoliciesOperationResults,null
no,Microsoft.Sql/locations/notifyNetworkSecurityPerimeterUpdatesAvailable,null
no,Microsoft.Sql/locations/replicationLinksAzureAsyncOperation,null
no,Microsoft.Sql/locations/replicationLinksOperationResults,null
no,Microsoft.Sql/locations/managedInstanceDtcAzureAsyncOperation,null
no,Microsoft.Sql/managedInstances/databases/ledgerDigestUploads,null
no,Microsoft.Sql/locations/managedLedgerDigestUploadsOperationResults,null
no,Microsoft.Sql/locations/managedLedgerDigestUploadsAzureAsyncOperation,null
no,Microsoft.Sql/locations/serverConfigurationOptionAzureAsyncOperation,null
no,Microsoft.Sql/servers/failoverGroups/tryPlannedBeforeForcedFailover,null
yes,Microsoft.Maintenance/maintenanceConfigurations,Maintenance Configurations
yes,Microsoft.Maintenance/updates,Maintenance Updates
yes,Microsoft.Maintenance/configurationAssignments,Maintenance Configuration Assignments
yes,Microsoft.Maintenance/applyUpdates,Maintenance Apply Updates
yes,Microsoft.Maintenance/publicMaintenanceConfigurations,Maintenance Oublic Maintenance Configurations
no,Microsoft.Maintenance/operations,null
yes,Microsoft.DataFactory/factories,Data Factory
no,Microsoft.DataFactory/factories/integrationRuntimes,null
no,Microsoft.DataFactory/factories/privateEndpointConnectionProxies,null
no,Microsoft.DataFactory/CheckNameAvailability,null
no,Microsoft.DataFactory/operations,null
no,Microsoft.DataFactory/locations,null
no,Microsoft.DataFactory/locations/configureFactoryRepo,null
no,Microsoft.DataFactory/locations/getFeatureValue,null
no,Microsoft.Security/operations,null
no,Microsoft.Security/securityStatuses,null
no,Microsoft.Security/tasks,null
no,Microsoft.Security/secureScores,null
no,Microsoft.Security/secureScores/secureScoreControls,null
no,Microsoft.Security/secureScoreControls,null
no,Microsoft.Security/secureScoreControlDefinitions,null
no,Microsoft.Security/connectors,null
no,Microsoft.Security/regulatoryComplianceStandards,null
no,Microsoft.Security/regulatoryComplianceStandards/regulatoryComplianceControls,null
no,Microsoft.Security/regulatoryComplianceStandards/regulatoryComplianceControls/regulatoryComplianceAssessments,null
no,Microsoft.Security/alerts,null
no,Microsoft.Security/alertsSuppressionRules,null
no,Microsoft.Security/autoDismissAlertsRules,null
no,Microsoft.Security/dataCollectionAgents,null
no,Microsoft.Security/pricings,null
no,Microsoft.Security/pricings/securityOperators,null
no,Microsoft.Security/AutoProvisioningSettings,null
no,Microsoft.Security/MdeOnboardings,null
no,Microsoft.Security/vmScanners,null
no,Microsoft.Security/Compliances,null
no,Microsoft.Security/securityContacts,null
no,Microsoft.Security/workspaceSettings,null
no,Microsoft.Security/complianceResults,null
no,Microsoft.Security/policies,null
no,Microsoft.Security/assessments,null
no,Microsoft.Security/governanceRules,null
no,Microsoft.Security/assessments/governanceAssignments,null
no,Microsoft.Security/assessmentMetadata,null
no,Microsoft.Security/subAssessments,null
no,Microsoft.Security/securitySolutions,null
no,Microsoft.Security/locations/securitySolutions,null
no,Microsoft.Security/discoveredSecuritySolutions,null
no,Microsoft.Security/locations/discoveredSecuritySolutions,null
no,Microsoft.Security/allowedConnections,null
no,Microsoft.Security/locations/allowedConnections,null
no,Microsoft.Security/topologies,null
no,Microsoft.Security/locations/topologies,null
no,Microsoft.Security/securitySolutionsReferenceData,null
no,Microsoft.Security/locations/securitySolutionsReferenceData,null
no,Microsoft.Security/jitPolicies,null
no,Microsoft.Security/jitNetworkAccessPolicies,null
no,Microsoft.Security/locations/jitNetworkAccessPolicies,null
no,Microsoft.Security/locations,null
no,Microsoft.Security/securityStatusesSummaries,null
no,Microsoft.Security/applicationWhitelistings,null
no,Microsoft.Security/locations/applicationWhitelistings,null
no,Microsoft.Security/locations/alerts,null
no,Microsoft.Security/locations/tasks,null
no,Microsoft.Security/externalSecuritySolutions,null
no,Microsoft.Security/locations/externalSecuritySolutions,null
no,Microsoft.Security/InformationProtectionPolicies,null
no,Microsoft.Security/advancedThreatProtectionSettings,null
no,Microsoft.Security/sqlVulnerabilityAssessments,null
no,Microsoft.Security/deviceSecurityGroups,null
no,Microsoft.Security/iotSecuritySolutions,null
no,Microsoft.Security/iotSecuritySolutions/analyticsModels,null
no,Microsoft.Security/iotSecuritySolutions/iotAlertTypes,null
no,Microsoft.Security/iotSecuritySolutions/iotAlerts,null
no,Microsoft.Security/iotSecuritySolutions/iotRecommendationTypes,null
no,Microsoft.Security/iotSecuritySolutions/iotRecommendations,null
no,Microsoft.Security/iotSecuritySolutions/analyticsModels/aggregatedAlerts,null
no,Microsoft.Security/iotSecuritySolutions/analyticsModels/aggregatedRecommendations,null
no,Microsoft.Security/settings,null
no,Microsoft.Security/serverVulnerabilityAssessments,null
no,Microsoft.Security/serverVulnerabilityAssessmentsSettings,null
no,Microsoft.Security/adaptiveNetworkHardenings,null
no,Microsoft.Security/automations,null
no,Microsoft.Security/defenderForStorageSettings,null
no,Microsoft.Security/dataScanners,null
no,Microsoft.Security/securityConnectors,null
no,Microsoft.Security/securityConnectors/devops,null
no,Microsoft.Security/customRecommendations,null
no,Microsoft.Security/customAssessmentAutomations,null
no,Microsoft.Security/securityStandards,null
no,Microsoft.Security/standards,null
no,Microsoft.Security/standardAssignments,null
no,Microsoft.Security/assignments,null
no,Microsoft.Security/sensitivitySettings,null
no,Microsoft.Security/query,null
no,Microsoft.Security/applications,null
no,Microsoft.Security/apiCollections,null
no,Microsoft.Security/healthReports,null
no,Microsoft.Security/aggregations,null
no,Microsoft.Security/integrations,null
no,Microsoft.Diagnostics/operations,null
no,Microsoft.Diagnostics/operationResults,null
no,Microsoft.Diagnostics/discoverSolutions,null
no,Microsoft.Diagnostics/azureKB,null
no,Microsoft.Diagnostics/insights,null
no,Microsoft.Diagnostics/checkNameAvailability,null
no,Microsoft.Diagnostics/solutions,null
no,Microsoft.Diagnostics/apollo,null
yes,Microsoft.Logic/workflows,Logic Workflow
no,Microsoft.Logic/locations/workflows,null
no,Microsoft.Logic/locations/validateWorkflowExport,null
no,Microsoft.Logic/locations/workflowExport,null
no,Microsoft.Logic/locations,null
no,Microsoft.Logic/operations,null
Yes,Microsoft.Logic/integrationAccounts,Logic Integration Accounts
yes,Microsoft.Logic/integrationServiceEnvironments,Logic Integration Service Environments
no,Microsoft.Logic/integrationServiceEnvironments/managedApis,null
no,Microsoft.Logic/locations/generateCopilotResponse,null
yes,Microsoft.Cdn/profiles,Front Door
no,Microsoft.Cdn/profiles/endpoints,null
no,Microsoft.Cdn/profiles/endpoints/origins,null
no,Microsoft.Cdn/profiles/endpoints/origingroups,null
no,Microsoft.Cdn/profiles/endpoints/customdomains,null
no,Microsoft.Cdn/operationresults,null
no,Microsoft.Cdn/operationresults/profileresults,null
no,Microsoft.Cdn/operationresults/profileresults/endpointresults,null
no,Microsoft.Cdn/operationresults/profileresults/endpointresults/originresults,null
no,Microsoft.Cdn/operationresults/profileresults/endpointresults/origingroupresults,null
no,Microsoft.Cdn/operationresults/profileresults/endpointresults/customdomainresults,null
no,Microsoft.Cdn/checkNameAvailability,null
no,Microsoft.Cdn/checkEndpointNameAvailability,null
yes,Microsoft.Cdn/checkResourceUsage,CDN Resource Usage
no,Microsoft.Cdn/validateProbe,null
no,Microsoft.Cdn/canMigrate,null
no,Microsoft.Cdn/migrate,null
no,Microsoft.Cdn/operations,null
